GeneID	tissue_spec	tissue_spec_tau
ENSG00000272106.1	0.21275677890498879	0.4289720887777866
ENSG00000197530.8	0.20484258225218566	0.26952494659748166
ENSG00000189409.8	0.2507902496660721	0.7468468593710792
ENSG00000248333.3	0.20177011079716944	0.18556749970186878
ENSG00000272004.1	NA	NaN
ENSG00000189339.7	0.20404966603824448	0.24933736527114245
ENSG00000269737.1	0.21792993344065403	0.5038078718983643
ENSG00000269227.1	0.21621647696247426	0.4809598443481213
ENSG00000215914.3	0.2738067912787612	0.8206176933099326
ENSG00000008128.18	0.20405472776532596	0.24946928489806935
ENSG00000227775.3	0.2099992282623797	0.3808104992129874
ENSG00000215790.2	0.20976261695451737	0.37635497621301506
ENSG00000008130.11	0.20813396194745526	0.34413389615971635
ENSG00000078369.13	0.20101819791826325	0.1624415617565907
ENSG00000231050.1	0.23175568340359753	0.6396897559242762
ENSG00000169885.5	0.24914936345963523	0.7397861728523832
ENSG00000178821.8	0.287727569324412	0.8501007009781653
ENSG00000142609.13	0.3184695044922682	0.893881942099287
ENSG00000233542.1	0.4319462240002435	0.9596410052430566
ENSG00000187730.6	0.2857390011291152	0.8463677151544935
ENSG00000226969.1	0.45550919637468723	0.9659724256395963
ENSG00000067606.11	0.23281924844926916	0.647526963855614
ENSG00000271806.1	0.32512690227389174	0.9008344138469744
ENSG00000182873.4	0.23429594287609656	0.657949566561512
ENSG00000162585.12	0.2085202175854195	0.35203015673663046
ENSG00000269554.1	0.2143943432795894	0.4546334725572263
ENSG00000203301.2	0.2308176471450466	0.6325343990123522
ENSG00000234396.3	0.2506182232247649	0.7461212571091312
ENSG00000157933.9	0.20786402989340091	0.33851697701047784
ENSG00000116151.9	0.24561495865739003	0.7234465116950589
ENSG00000272161.1	0.32663930967836674	0.9023212523584491
ENSG00000269753.1	0.3225832201626766	0.8982586279596713
ENSG00000269896.1	0.252362700094234	0.7533270843024761
ENSG00000272420.1	0.2622080274046864	0.788470755754445
ENSG00000271921.1	0.26711186370560225	0.8030905370128487
ENSG00000271847.1	0.2659283955922551	0.7997120351270636
ENSG00000178642.5	0.32743411792674204	0.9030897111534898
ENSG00000157916.14	0.20076038474067182	0.15424836395886732
ENSG00000157911.5	0.20483655266653222	0.2693749804780186
ENSG00000149527.13	0.23762237277318166	0.6796469578629678
ENSG00000224387.1	0.3017522770895654	0.8729035879807339
ENSG00000229393.1	0.30304322780748627	0.8747346881557491
ENSG00000157881.9	0.20352650352350665	0.23548319405556242
ENSG00000197921.5	0.2581593295895981	0.7750538062309574
ENSG00000272449.1	0.22596593612902227	0.5914314748306773
ENSG00000238164.2	0.2587818117370253	0.7772036425243601
ENSG00000157873.13	0.20893648710218726	0.3603589902296503
ENSG00000225931.3	0.2980789811399692	0.8674673751663566
ENSG00000228037.1	0.2778034435949368	0.829944314459831
ENSG00000157870.10	0.20771805980111246	0.3354450034989568
ENSG00000142606.11	0.2589232874299946	0.7776876717658291
ENSG00000237058.1	0.6506849980395709	0.9911643312098013
ENSG00000215912.7	0.2544818740837903	0.7616465936907738
ENSG00000233234.1	NA	NaN
ENSG00000231630.1	NA	NaN
ENSG00000169717.5	0.43654745045600274	0.9609819799985202
ENSG00000177133.6	0.2514068217401332	0.7494202126502364
ENSG00000142611.12	0.24555605502873845	0.7231601687414438
ENSG00000226286.1	0.42650163224298976	0.9579806245081764
ENSG00000272235.1	0.30949245260493663	0.8833171719188724
ENSG00000130762.10	0.23828656317999075	0.6837081421447762
ENSG00000272088.1	0.2570132314866457	0.77100775432175
ENSG00000162591.11	0.22437193045066728	0.57622202641781
ENSG00000207776.1	NA	NaN
ENSG00000238260.1	0.22847670191379332	0.6136079901687237
ENSG00000158109.10	0.20214296090557626	0.19662776415267672
ENSG00000116213.11	0.20352435762691568	0.23542545834539216
ENSG00000078900.10	0.27799479943937644	0.8303717966633255
ENSG00000227589.1	0.53929565704733	0.9808893279171875
ENSG00000235131.1	0.7708065823334377	0.9967134362228539
ENSG00000227372.6	0.2052849131715062	0.2803833475863884
ENSG00000162592.4	0.3319937466017785	0.9073340111888802
ENSG00000235169.3	0.23801024154459305	0.6820289254936496
ENSG00000130764.5	0.2020012638315538	0.1924552909857206
ENSG00000266075.1	0.23243639448451792	0.6447386396032203
ENSG00000272153.1	0.21352050419375512	0.44119047179731086
ENSG00000116198.8	0.2019963293209528	0.1923093106206136
ENSG00000169598.11	0.21429695546288274	0.45316266223329504
ENSG00000198912.6	0.20455534702286504	0.2623214082250267
ENSG00000236423.1	0.2552391928034322	0.7645107059123329
ENSG00000233304.1	0.3340139394225031	0.9091293832563593
ENSG00000226374.1	0.3259208379717796	0.9016189851890064
ENSG00000229280.1	NA	NaN
ENSG00000235054.1	NA	NaN
ENSG00000227169.2	NA	NaN
ENSG00000232596.1	NA	NaN
ENSG00000196581.6	0.2471024236174969	0.7305207385275021
ENSG00000231510.1	NA	NaN
ENSG00000260972.1	0.6859262994622681	0.9932123468385996
ENSG00000264341.1	NA	NaN
ENSG00000236948.1	NA	NaN
ENSG00000216045.2	NA	NaN
ENSG00000264101.1	NA	NaN
ENSG00000131697.13	0.21635311338270635	0.48284679309356143
ENSG00000266687.1	NA	NaN
ENSG00000069424.10	0.22325214432742058	0.5649599972942764
ENSG00000116254.13	0.2625830379473323	0.7896487237273963
ENSG00000116251.5	0.20198294581128262	0.1919131484411147
ENSG00000226944.1	0.2276783168092673	0.606778573330364
ENSG00000158286.8	0.21282728525948258	0.43011909348650634
ENSG00000116237.11	0.20205079161868322	0.19391796939358324
ENSG00000225077.2	0.29574248862465047	0.8638248358580994
ENSG00000173673.7	NA	NaN
ENSG00000158292.6	0.21322504265611686	0.43651689125804966
ENSG00000097021.15	0.2140909630964496	0.4500292984207168
ENSG00000069812.7	0.34929945926104933	0.9212390751726645
ENSG00000187017.10	0.25805259338303044	0.7746818454798137
ENSG00000265392.1	NA	NaN
ENSG00000231868.1	0.40464553574794615	0.9503937517125962
ENSG00000215788.5	0.22689503811933331	0.5998802195320772
ENSG00000171680.16	0.22510076763441045	0.5832920644111534
ENSG00000162408.10	0.2092677848427551	0.3668573496504518
ENSG00000253022.1	NA	NaN
ENSG00000229519.2	0.23004844107209144	0.6264887829236888
ENSG00000173662.15	0.2547704128975906	0.7627443895233286
ENSG00000204859.7	0.2040753182108983	0.2500055040095762
ENSG00000162413.12	0.2058514889827907	0.2938907395998753
ENSG00000116273.5	0.2060052380173365	0.29748096767675
ENSG00000041988.11	0.20181538948318645	0.18692469836603667
ENSG00000007923.11	0.20269106945941806	0.21242140486445055
ENSG00000228750.1	0.724116317859749	0.9950048638780344
ENSG00000239166.1	NA	NaN
ENSG00000237436.1	0.23100420061370208	0.6339761401276587
ENSG00000171735.14	0.21757437051436623	0.4992084689112933
ENSG00000227950.1	NA	NaN
ENSG00000237365.1	NA	NaN
ENSG00000207056.1	NA	NaN
ENSG00000237402.1	0.2986301849385804	0.8683052160591149
ENSG00000237728.1	NA	NaN
ENSG00000225126.1	0.5418598435104829	0.9812178624881787
ENSG00000270171.1	0.3323158029903268	0.9076236165911907
ENSG00000270035.1	0.29181068859270476	0.8573430662046416
ENSG00000269978.1	0.26144269691553657	0.7860339282302385
ENSG00000049245.8	0.2024558307445451	0.2057095129818642
ENSG00000269925.1	0.21561460087874162	0.47250703276023065
ENSG00000049246.10	0.21556195319528137	0.4717565286565744
ENSG00000236266.1	0.23484027952515563	0.6616635134521267
ENSG00000049247.9	0.34282716850082584	0.9164082943556615
ENSG00000049249.4	0.41916524419431733	0.9556075922987796
ENSG00000270330.1	1	1
ENSG00000116288.8	0.19929302457805798	0.10483869180103093
ENSG00000200344.1	0.3428569084409716	0.9164314340930718
ENSG00000116285.8	0.2093865589963051	0.3691595724098384
ENSG00000238290.1	0.25428105364137754	0.7608777095005478
ENSG00000232848.1	NA	NaN
ENSG00000229305.1	1	1
ENSG00000200975.1	NA	NaN
ENSG00000227634.1	0.5073953248256893	0.9762722763613617
ENSG00000233645.1	NA	NaN
ENSG00000265414.1	NA	NaN
ENSG00000251977.1	NA	NaN
ENSG00000162426.10	0.2169743394614282	0.4912810298801249
ENSG00000252254.1	0.33865380499841136	0.9130690207462808
ENSG00000142599.13	0.20383505599737495	0.24370706483290935
ENSG00000232912.1	0.2356409430981271	0.667006561813838
ENSG00000221083.1	0.29143142920297027	0.8566931226407707
ENSG00000270282.1	0.3205060877606748	0.8960823782896629
ENSG00000234619.1	NA	NaN
ENSG00000224315.2	0.564857794740962	0.9839253803618423
ENSG00000222511.1	NA	NaN
ENSG00000226545.1	NA	NaN
ENSG00000228423.2	NA	NaN
ENSG00000229716.2	NA	NaN
ENSG00000074800.9	0.2048456460333109	0.2696011277237765
ENSG00000236269.1	0.27687719622712215	0.8278512233039738
ENSG00000230679.1	0.2563055916355669	0.7684510465572868
ENSG00000201725.1	NA	NaN
ENSG00000238249.1	1	1
ENSG00000232208.2	0.6520457868676994	0.9912515062346564
ENSG00000232663.2	NA	NaN
ENSG00000131686.10	0.5547147897547802	0.9827819968570101
ENSG00000265141.1	0.5383618375247624	0.9807682513708775
ENSG00000197241.3	0.5456629023009567	0.9816947364382292
ENSG00000142583.13	0.25724028741222127	0.7718185344792774
ENSG00000252404.1	NA	NaN
ENSG00000180758.10	0.2365444511290974	0.6728705875025662
ENSG00000207865.1	0.6819279241686584	0.993000595609287
ENSG00000228526.2	0.25441876948924846	0.7614054130034076
ENSG00000234546.2	0.24137366674150285	0.7015201969565483
ENSG00000049239.8	0.2079934287708638	0.34121986168026935
ENSG00000252841.1	1	1
ENSG00000171621.9	0.21018880640730575	0.3843411719151659
ENSG00000252956.1	NA	NaN
ENSG00000235263.1	0.5891070145099738	0.9863735212776792
ENSG00000171612.6	0.21104613110244574	0.39988608732416725
ENSG00000231181.1	0.22023707530614378	0.5319930194068306
ENSG00000188807.8	0.21209062572281345	0.4179376187164273
ENSG00000171608.11	0.23238110359027542	0.6443329336322821
ENSG00000179840.5	0.47681368527284784	0.9707121577777155
ENSG00000233268.3	NA	NaN
ENSG00000231789.2	0.2753825379191248	0.8243879925711501
ENSG00000171603.12	0.20597724261765538	0.29682958612299853
ENSG00000271264.1	NA	NaN
ENSG00000178585.10	0.22100908849020706	0.5408260186507864
ENSG00000162441.7	0.20194667513936038	0.19083781335339436
ENSG00000228150.1	0.2550299757386255	0.7637250157952704
ENSG00000173614.9	0.20784978940224286	0.3382183577177391
ENSG00000202415.1	0.2832225010961098	0.8414349869174945
ENSG00000265521.1	NA	NaN
ENSG00000162444.11	0.22688094317272156	0.5997542359024397
ENSG00000225786.2	NA	NaN
ENSG00000130939.14	0.20248652991415717	0.2065910413735762
ENSG00000224340.1	0.46357806866338036	0.9678647998477277
ENSG00000233623.2	0.29261241813751204	0.8587023062147257
ENSG00000201746.1	NA	NaN
ENSG00000054523.12	0.2125931010701423	0.4262941223935715
ENSG00000264881.1	NA	NaN
ENSG00000199562.1	0.22024756792249456	0.5321149880064511
ENSG00000265945.1	0.2673591762182982	0.8037851802520161
ENSG00000142657.16	0.21378988621901795	0.44539426390555265
ENSG00000271989.1	0.379332688912689	0.9392579986469116
ENSG00000175279.17	0.21310434359775898	0.4345884800432419
ENSG00000241563.2	0.2621617352952196	0.7883246177852481
ENSG00000160049.7	0.20494113819491178	0.27196869064825757
ENSG00000142655.8	0.2045962085564471	0.2633536373389081
ENSG00000243267.2	0.23860511559713804	0.6856259689839418
ENSG00000130940.10	0.2329680873627472	0.648601177793356
ENSG00000272078.1	0.24546162401402516	0.7227001113582695
ENSG00000225158.2	NA	NaN
ENSG00000175262.10	0.3127446702583895	0.8873169816426087
ENSG00000215785.2	0.3307899617360679	0.9062398943213343
ENSG00000264181.1	NA	NaN
ENSG00000207213.1	NA	NaN
ENSG00000120948.11	0.19956238121733216	0.11427965978882816
ENSG00000009724.12	0.2603999799640414	0.7826412517185733
ENSG00000271895.1	0.21271422558332131	0.4282779197156305
ENSG00000116649.5	0.20215704830865966	0.1970405456645784
ENSG00000171824.9	0.20402296044872137	0.24864069555800775
ENSG00000226849.1	0.21799662771573214	0.5046626353602612
ENSG00000230337.1	0.23005832956073335	0.6265675497745837
ENSG00000198793.8	0.20322058146711852	0.22717553297458284
ENSG00000225602.1	0.35549280690812646	0.9255037943830835
ENSG00000253086.1	NA	NaN
ENSG00000271794.1	NA	NaN
ENSG00000171819.4	0.31867935202106057	0.8941118085505737
ENSG00000207451.1	NA	NaN
ENSG00000238173.1	NA	NaN
ENSG00000120942.9	0.203225718906754	0.2273163339051873
ENSG00000238199.1	0.2928284106104443	0.8590651250895222
ENSG00000224338.2	NA	NaN
ENSG00000204624.6	0.2683531198199054	0.8065383099730883
ENSG00000235643.1	1	1
ENSG00000116661.9	0.21856271207974598	0.511818439353848
ENSG00000132879.9	0.21235601876909094	0.4223769772960824
ENSG00000116663.6	0.20918964690009734	0.3653349177089873
ENSG00000116670.10	0.20446612329766056	0.2600587688695197
ENSG00000162490.6	0.28237761346655565	0.8397239752187207
ENSG00000177674.11	0.2174670264225408	0.49780570383554784
ENSG00000215910.3	0.26722251267713804	0.8034018033915834
ENSG00000177553.6	NA	NaN
ENSG00000177000.6	0.20619381549903038	0.30184173231951833
ENSG00000011021.17	0.2030103479254166	0.22137538032909743
ENSG00000242349.1	0.23255772048724843	0.645626203964247
ENSG00000175206.6	0.3417388090621626	0.9155552077911098
ENSG00000120937.8	0.4630195042080272	0.9677378153090702
ENSG00000224904.1	0.35988118129557845	0.9283340422074584
ENSG00000199347.1	NA	NaN
ENSG00000201801.1	NA	NaN
ENSG00000116685.11	0.20287453757886986	0.21758830664036197
ENSG00000083444.12	0.20773018906773266	0.3357011999275255
ENSG00000116688.12	0.20568640575997	0.29000049835065445
ENSG00000270914.1	NA	NaN
ENSG00000116691.6	0.20581261505172066	0.2929779747369826
ENSG00000202461.1	0.2552895428010813	0.7646991630781457
ENSG00000243539.2	NA	NaN
ENSG00000120949.10	0.345687948335318	0.9185934670314234
ENSG00000201135.1	NA	NaN
ENSG00000227875.2	1	1
ENSG00000028137.12	0.22568865727872423	0.5888520627459817
ENSG00000263676.1	NA	NaN
ENSG00000225196.2	0.6424818339923704	0.9906237280086475
ENSG00000252969.1	NA	NaN
ENSG00000048707.9	0.20505532681657013	0.2747824617914546
ENSG00000239149.1	0.2277024891057342	0.6069882947103697
ENSG00000229484.1	0.35937150992349787	0.9280130257706916
ENSG00000162496.4	0.2073566292027601	0.32773213849757726
ENSG00000221340.1	0.24276895819089417	0.7090379867352462
ENSG00000272482.1	0.2423072010230245	0.7065846705711016
ENSG00000204518.2	0.31263086931322026	0.8871804716884455
ENSG00000226166.2	NA	NaN
ENSG00000188984.7	0.6982188864754215	0.9938333543813056
ENSG00000238771.1	NA	NaN
ENSG00000157330.5	0.3926151662325228	0.9454672665819305
ENSG00000116726.4	NA	NaN
ENSG00000116721.9	0.6348409207086023	0.9900959880351387
ENSG00000228338.1	NA	NaN
ENSG00000204513.5	NA	NaN
ENSG00000231103.2	NA	NaN
ENSG00000179172.7	NA	NaN
ENSG00000120952.4	1	1
ENSG00000243073.3	NA	NaN
ENSG00000187545.5	0.6820274392999123	0.9930059258558026
ENSG00000204510.1	NA	NaN
ENSG00000207434.1	NA	NaN
ENSG00000234064.1	NA	NaN
ENSG00000232423.3	NA	NaN
ENSG00000250894.1	NA	NaN
ENSG00000204508.3	NA	NaN
ENSG00000239810.2	NA	NaN
ENSG00000250113.1	NA	NaN
ENSG00000204505.3	NA	NaN
ENSG00000233336.1	NA	NaN
ENSG00000229978.1	NA	NaN
ENSG00000236179.1	NA	NaN
ENSG00000179412.8	NA	NaN
ENSG00000224199.1	NA	NaN
ENSG00000229571.2	NA	NaN
ENSG00000204503.5	NA	NaN
ENSG00000233394.1	NA	NaN
ENSG00000204502.2	NA	NaN
ENSG00000231219.1	NA	NaN
ENSG00000207511.1	NA	NaN
ENSG00000182330.6	NA	NaN
ENSG00000237700.1	NA	NaN
ENSG00000204501.2	NA	NaN
ENSG00000228229.2	NA	NaN
ENSG00000204495.3	NA	NaN
ENSG00000204491.2	NA	NaN
ENSG00000204488.3	NA	NaN
ENSG00000204486.3	NA	NaN
ENSG00000204485.2	NA	NaN
ENSG00000224581.1	NA	NaN
ENSG00000157358.7	NA	NaN
ENSG00000204481.6	NA	NaN
ENSG00000204480.6	NA	NaN
ENSG00000204479.4	NA	NaN
ENSG00000204478.5	NA	NaN
ENSG00000162494.5	0.34694949188931357	0.9195315847141552
ENSG00000259961.1	0.401626141433328	0.9492131779972269
ENSG00000215909.3	NA	NaN
ENSG00000162493.12	0.2178739990636085	0.503089081422287
ENSG00000222952.1	NA	NaN
ENSG00000266358.1	NA	NaN
ENSG00000237445.2	0.4644855973894846	0.9680698869344772
ENSG00000253085.1	NA	NaN
ENSG00000116731.18	0.20368437114773785	0.23971006232619071
ENSG00000252151.1	NA	NaN
ENSG00000231606.1	0.32938146874144325	0.9049359700117584
ENSG00000234593.1	1	1
ENSG00000189337.11	0.22107131290982696	0.5415257084142209
ENSG00000235829.1	0.5610411515448308	0.9835040445726565
ENSG00000175147.7	0.2733364325856519	0.8194677032984805
ENSG00000171729.9	0.21284337483369276	0.43038028969368114
ENSG00000204464.3	0.32084925072383297	0.8964465722741763
ENSG00000215720.4	0.38038492483281905	0.9397830333474917
ENSG00000142621.15	0.26278616588522097	0.7902824337623342
ENSG00000233485.1	0.2912984765090255	0.8564642100149981
ENSG00000236045.1	0.29744780799982484	0.8664980535797604
ENSG00000228140.1	0.275794093949598	0.825352361707604
ENSG00000142634.8	0.21184653039169365	0.4138028265987929
ENSG00000162438.7	0.565738328802739	0.9840211073854163
ENSG00000142615.7	0.5159081979496614	0.9776081157957819
ENSG00000215704.5	0.5975036253250479	0.9871374546525702
ENSG00000132906.13	0.2166160009741851	0.48644469606072166
ENSG00000116138.8	0.20312020508792195	0.22441560092695936
ENSG00000251866.1	NA	NaN
ENSG00000272510.1	0.33808154713617167	0.912596441858354
ENSG00000116771.5	0.30214112159681994	0.8734593352803778
ENSG00000237301.1	0.2578885878147278	0.7741083885503031
ENSG00000235084.2	0.21032230850614597	0.38680686223313293
ENSG00000252417.1	NA	NaN
ENSG00000236500.1	NA	NaN
ENSG00000197312.7	0.20732604406402189	0.3270723961266711
ENSG00000271742.1	0.2760788323765171	0.8260147429687623
ENSG00000116786.7	0.20430110694264958	0.25584236936813687
ENSG00000237938.1	0.21416149150420793	0.45110554439687384
ENSG00000162461.7	0.22543754479966582	0.5864924471109162
ENSG00000162460.6	0.4153772442588286	0.9543168731095639
ENSG00000224459.1	0.446866271947975	0.9637984617240312
ENSG00000162458.8	0.22919418695683857	0.6195783151679009
ENSG00000224321.1	0.32767220301561883	0.9033182013991047
ENSG00000233954.4	0.20805046699314977	0.34240525778918907
ENSG00000178715.7	0.22652746541359148	0.5965729560253967
ENSG00000179743.2	0.21081152025043481	0.39569943748099756
ENSG00000065526.6	0.20290309290503872	0.21838721630805494
ENSG00000238818.1	NA	NaN
ENSG00000270620.1	1	1
ENSG00000116809.7	0.20256166355690508	0.2087413740704764
ENSG00000234607.2	0.5523603586619574	0.9825054790768146
ENSG00000231353.1	NA	NaN
ENSG00000224966.4	NA	NaN
ENSG00000183888.4	0.2667703508060085	0.8021249032920599
ENSG00000173641.13	0.23547495644981642	0.665910388976777
ENSG00000186510.7	0.3071339612800583	0.8802832450288749
ENSG00000232456.1	0.31077478972421346	0.8849190279309863
ENSG00000184908.13	0.3647231157075509	0.9312880137122388
ENSG00000185519.8	0.26187883327100125	0.7874280345049445
ENSG00000142627.9	0.22923092574618387	0.6198798828424741
ENSG00000227959.1	0.263901717789352	0.7937092548675999
ENSG00000224621.1	0.28727583288125347	0.8492650062184001
ENSG00000142632.12	0.22650577980630748	0.5963764108728904
ENSG00000237276.4	0.2614258390935492	0.7859797504424467
ENSG00000204377.3	0.21920026845131602	0.5196707042830832
ENSG00000132881.7	0.20856584721605964	0.3529521880406003
ENSG00000233929.1	0.22959862016588906	0.6228762712482129
ENSG00000037637.6	0.20624979103522045	0.30312717332120226
ENSG00000055070.12	0.20334300581468912	0.23051876387554895
ENSG00000226457.1	0.21462699585705147	0.4581200150114198
ENSG00000187144.7	0.3470851582187139	0.9196315643259604
ENSG00000157191.15	0.20662795584218652	0.3117057469623035
ENSG00000226029.1	0.2400091089715215	0.6938553138819942
ENSG00000080947.10	0.22856186984780347	0.6143248332317668
ENSG00000206652.1	NA	NaN
ENSG00000261135.1	0.2211317164605856	0.5422032059483554
ENSG00000224174.2	0.36805310667217495	0.9332237635233855
ENSG00000233421.3	0.306380945709521	0.879289809741461
ENSG00000268674.1	0.5752618532189817	0.9850223586766029
ENSG00000225710.1	0.40926661334743075	0.952133481250147
ENSG00000266584.1	NA	NaN
ENSG00000219481.6	0.21287262944775331	0.430854682716671
ENSG00000271732.1	0.38229242269846386	0.9407195217096551
ENSG00000215908.5	0.21099724804718967	0.39901786439896486
ENSG00000186301.7	0.2615201369804844	0.7862825253897137
ENSG00000207513.1	NA	NaN
ENSG00000237847.2	0.5650672379695467	0.983948199634987
ENSG00000264742.1	NA	NaN
ENSG00000236698.1	0.20696734913410408	0.3192512133249979
ENSG00000268869.1	0.3056109842336966	0.878261246404163
ENSG00000268991.1	NA	NaN
ENSG00000058453.12	0.21202677258993818	0.4168608156003921
ENSG00000207389.1	NA	NaN
